id,Brands,sites,Targeting,Название креатива,Ad copy format,Rotation type,Duration,Skippable,Sound,Start date,Stop date,Impression (plan),Frequency (Fact),Reach 1+ (fact),Impressions (fact),Impressions (delta),Click (fact),CTR % (fact),Viewable impressions (fact),Viewability rate % (fact),Views 25%,Views 50%,Views 75%,Views 100%,25%,25% sec,50%,50% (sec),75%,75% (sec),100%,100% sec
416,Бренд 1,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,8.1.2024,14.1.2024,3500000,1.5,4033238,5976731,71%,6635,0.11%,2903991,49%,5050783,4001300,3380429,2903991,85%,3.8,67%,7.5,57%,11.3,49%,15.0
447,Бренд 4 ,VK (Mytarget),"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,pre-rolls,CPM,10,skippable as of sec 5 - 10 -15,sound on / off,22.1.2024,28.1.2024,1375000,1.3,1054301,1374918,-0%,6748,0.49%,666911,49%,1007943,776468,702154,666911,73%,2.5,56%,5.0,51%,7.5,49%,10.0
300,Бренд 1,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,13.11.2023,19.11.2023,8000000,1.4,6111596,8329134,4%,22126,0.27%,3960785,48%,7003899,5490469,4676216,3960785,84%,3.8,66%,7.5,56%,11.3,48%,15.0
327,Бренд 4 ,Redlama,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 1,sound off,4.12.2023,10.12.2023,1000000,1.9,522085,1000061,0%,9125,0.91%,474688,47%,643646,545199,510115,474688,64%,2.5,55%,5.0,51%,7.5,47%,10.0
449,Бренд 1,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,22.1.2024,28.1.2024,3500000,1.5,2881776,4186649,20%,5039,0.12%,1977928,47%,3549483,2759212,2331776,1977928,85%,3.8,66%,7.5,56%,11.3,47%,15.0
247,Бренд 4 ,Redlama,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 1,sound off,13.11.2023,19.11.2023,1000000,1.9,524832,1000497,0%,9976,1.00%,472598,47%,642506,545955,510280,472598,64%,2.5,55%,5.0,51%,7.5,47%,10.0
339,Бренд 4 ,Redlama,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 1,sound off,11.12.2023,17.12.2023,1000000,1.9,524225,1000082,0%,6972,0.70%,471936,47%,638530,547646,509123,471936,64%,2.5,55%,5.0,51%,7.5,47%,10.0
301,Бренд 4 ,Redlama,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 1,sound off,20.11.2023,26.11.2023,1000000,1.9,525897,1000033,0%,7583,0.76%,468141,47%,639765,548815,507697,468141,64%,2.5,55%,5.0,51%,7.5,47%,10.0
413,Бренд 1,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,4.12.2023,10.12.2023,8000000,1.4,6007255,8183696,2%,12595,0.15%,3817321,47%,6789803,5355674,4531850,3817321,83%,3.8,65%,7.5,55%,11.3,47%,15.0
306,Бренд 4 ,Redlama,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 1,sound off,27.11.2023,3.12.2023,1000000,1.9,524550,999822,-0%,7222,0.72%,466099,47%,640350,547886,510930,466099,64%,2.5,55%,5.0,51%,7.5,47%,10.0
86,Бренд 2,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,9.10.2023,15.10.2023,7000000,1.6,4764537,7633182,9%,21081,0.28%,3541033,46%,6383630,4904319,4128788,3541033,84%,3.8,64%,7.5,54%,11.3,46%,15.0
414,Бренд 1,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,11.12.2023,17.12.2023,8000000,1.3,6005319,8062612,1%,11145,0.14%,3663299,45%,6708860,5238541,4422451,3663299,83%,3.8,65%,7.5,55%,11.3,45%,15.0
457,Бренд 2,VK (Mytarget),"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,pre-rolls,CPM,15,unskippable,sound on,22.1.2024,28.1.2024,1375000,1.4,1016853,1374647,-0%,6977,0.51%,622662,45%,982216,740942,662279,622662,71%,3.8,54%,7.5,48%,11.3,45%,15.0
317,Бренд 2,Hyper,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,pre-rolls,CPM,15,unskippable,sound off,27.11.2023,3.12.2023,6920000,2.2,3132459,6922736,0%,157298,2.27%,3132459,45%,6361994,5856635,5413580,3132459,92%,3.8,85%,7.5,78%,11.3,45%,15.0
139,Бренд 1,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,23.10.2023,29.10.2023,8000000,1.4,5815455,8036838,0%,33495,0.42%,3632053,45%,7201536,5471688,4473207,3632053,90%,3.8,68%,7.5,56%,11.3,45%,15.0
204,Бренд 2,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,30.10.2023,5.11.2023,6649089,1.4,5191326,7062485,6%,27187,0.38%,3172240,45%,5885875,4450448,3716879,3172240,83%,3.8,63%,7.5,53%,11.3,45%,15.0
67,Бренд 4 ,Yandex,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,1.10.2023,8.10.2023,8000000,1.8,4618933,8320129,4%,25688,0.31%,3705849,45%,7082818,5396531,4447628,3705849,85%,3.8,65%,7.5,53%,11.3,45%,15.0
412,Бренд 1,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,27.11.2023,3.12.2023,8000000,1.5,5752295,8682871,9%,18688,0.22%,3837580,44%,7061171,5377898,4525445,3837580,81%,3.8,62%,7.5,52%,11.3,44%,15.0
487,Бренд 4 ,Yandex,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 5,sound off,1.2.2024,4.2.2024,2285715,1.6,2179397,3485653,52%,7350,0.21%,1536335,44%,2850636,2153553,1800100,1536335,82%,2.5,62%,5.0,52%,7.5,44%,10.0
106,Бренд 1,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,9.10.2023,15.10.2023,8000000,1.5,5814353,8531531,7%,25532,0.30%,3747314,44%,8342467,6600521,5597299,3747314,98%,3.8,77%,7.5,66%,11.3,44%,15.0
66,Бренд 2,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,2.10.2023,8.10.2023,7000000,1.6,4800017,7697101,10%,17711,0.23%,3378804,44%,6409746,4766418,3964720,3378804,83%,3.8,62%,7.5,52%,11.3,44%,15.0
112,Бренд 2,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,16.10.2023,15.10.2023,7000000,1.5,4820006,7393886,6%,20815,0.28%,3215990,43%,6127106,4569430,3810201,3215990,83%,3.8,62%,7.5,52%,11.3,43%,15.0
167,Бренд 5,Yandex,W w/kids 3-5.   All Russia,,all-rolls,CPM,15,skippable as of sec 5,sound off,23.10.2023,29.10.2023,3000000,1.6,1787757,2864672,-5%,13623,0.48%,1243131,43%,2397089,182972,1467349,1243131,84%,3.8,6%,7.5,51%,11.3,43%,15.0
35,Бренд 4 ,Yandex,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,25.9.2023,30.9.2023,6000000,1.6,3734882,5980787,-0%,14129,0.24%,2591881,43%,5022841,3795992,3106848,2591881,84%,3.8,63%,7.5,52%,11.3,43%,15.0
27,Бренд 4 ,Yandex,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,11.9.2023,17.9.2023,7000000,1.7,4188876,7014026,0%,15596,0.22%,3007961,43%,5989342,4439699,3597872,3007961,85%,3.8,63%,7.5,51%,11.3,43%,15.0
234,Бренд 5,Yandex,W w/kids 3-5.   All Russia,,all-rolls,CPM,15,skippable as of sec 5,sound off,30.10.2023,5.11.2023,2357000,1.6,1757607,2810442,19%,12009,0.43%,1203543,43%,2318450,1709612,1408657,1203543,82%,3.8,61%,7.5,50%,11.3,43%,15.0
437,Бренд 4 ,Yandex,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 5,sound off,1.1.2024,7.1.2024,3500000,1.7,2832322,4869683,39%,11193,0.23%,2053831,42%,3954657,2896863,2399646,2053831,81%,2.5,59%,5.0,49%,7.5,42%,10.0
232,Бренд 3,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,6.11.2023,12.11.2023,7000000,1.4,5978268,8267474,18%,33712,0.41%,3477314,42%,7059802,5179005,4123632,3477314,85%,3.8,63%,7.5,50%,11.3,42%,15.0
299,Бренд 1,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,1.11.2023,5.11.2023,7400000,1.4,5854152,7982644,8%,31726,0.40%,3343817,42%,6585658,4802918,3969773,3343817,82%,3.8,60%,7.5,50%,11.3,42%,15.0
260,Бренд 3,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,13.11.2023,19.11.2023,7000000,1.4,5210197,7224040,3%,35498,0.49%,3002590,42%,6154201,4522456,3571059,3002590,85%,3.8,63%,7.5,49%,11.3,42%,15.0
63,Бренд 5,VK (Mytarget),W w/kids 6-8.   All Russia,,pre-rolls,CPM,15,unskippable,sound on,1.10.2023,8.10.2023,1200000,1.9,642936,1199471,-0%,8590,0.72%,495303,41%,627024,553394,515750,495303,52%,3.8,46%,7.5,43%,11.3,41%,15.0
230,Бренд 3,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,30.10.2023,5.11.2023,15285000,1.4,10908147,15745118,3%,88481,0.56%,6500083,41%,13500245,9871099,7744787,6500083,86%,3.8,63%,7.5,49%,11.3,41%,15.0
296,Бренд 1,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,30.10.2023,31.10.2023,2000000,1.3,1601651,2002797,0%,8275,0.41%,822113,41%,1659961,1208101,984797,822113,83%,3.8,60%,7.5,49%,11.3,41%,15.0
170,Бренд 5,Yandex,W w/kids 6-8.   All Russia,,all-rolls,CPM,15,skippable as of sec 5,sound off,23.10.2023,29.10.2023,3000000,1.6,1765693,2839049,-5%,13609,0.48%,1160388,41%,2353011,1719679,1390436,1160388,83%,3.8,61%,7.5,49%,11.3,41%,15.0
93,Бренд 2,VK (Mytarget),"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,pre-rolls,CPM,15,unskippable,sound on,9.10.2023,15.10.2023,1375000,1.4,916539,1250075,-9%,10331,0.83%,503413,40%,708471,571753,532557,503413,57%,3.8,46%,7.5,43%,11.3,40%,15.0
31,Бренд 4 ,Yandex,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,18.9.2023,24.9.2023,7000000,1.7,4224986,6999925,-0%,14919,0.21%,2802732,40%,5632017,4183589,3389459,2802732,80%,3.8,60%,7.5,48%,11.3,40%,15.0
302,Бренд 1,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,20.11.2023,26.11.2023,8000000,1.4,5868130,8036918,0%,27144,0.34%,3202735,40%,6514314,4815653,3933721,3202735,81%,3.8,60%,7.5,49%,11.3,40%,15.0
438,Бренд 4 ,Yandex,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 5,sound off,8.1.2024,14.1.2024,3500000,1.7,2938960,5072032,45%,12031,0.24%,1963535,39%,4111226,2908604,2353968,1963535,81%,2.5,57%,5.0,46%,7.5,39%,10.0
96,Бренд 5,VK (Mytarget),W w/kids 3-5.   All Russia,,pre-rolls,CPM,15,unskippable,sound on,9.10.2023,15.10.2023,1000000,1.4,651897,909322,-9%,5280,0.58%,351091,39%,478098,395191,365887,351091,53%,3.8,43%,7.5,40%,11.3,39%,15.0
169,Бренд 5,VK (Mytarget),W w/kids 6-8.   All Russia,,pre-rolls,CPM,15,unskippable,sound on,23.10.2023,29.10.2023,1000000,1.6,622296,999459,-0%,4412,0.44%,382333,38%,547694,443682,401441,382333,55%,3.8,44%,7.5,40%,11.3,38%,15.0
439,Бренд 4 ,Yandex,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 5,sound off,15.1.2024,21.1.2024,3500000,1.7,2363779,3962329,13%,10106,0.26%,1509960,38%,3223438,2251663,1814268,1509960,81%,2.5,57%,5.0,46%,7.5,38%,10.0
448,Бренд 4 ,Yandex,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 5,sound off,22.1.2024,28.1.2024,3500000,1.7,2191013,3638752,4%,9239,0.25%,1378976,38%,2943416,2057774,1663653,1378976,81%,2.5,57%,5.0,46%,7.5,38%,10.0
124,Бренд 2,VK (Mytarget),"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,pre-rolls,CPM,15,unskippable,sound on,16.10.2023,22.10.2023,1375000,1.5,899649,1343466,-2%,15316,1.14%,508716,38%,720050,566532,522812,508716,54%,3.8,42%,7.5,39%,11.3,38%,15.0
99,Бренд 4 ,Yandex,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,9.10.2023,15.10.2023,7000000,1.6,4277775,7033462,0%,27958,0.40%,2508675,36%,5663231,3939595,3118500,2508675,81%,3.8,56%,7.5,44%,11.3,36%,15.0
128,Бренд 5,VK (Mytarget),W w/kids 3-5.   All Russia,,pre-rolls,CPM,15,unskippable,sound on,16.10.2023,22.10.2023,1000000,1.4,701108,976653,-2%,6239,0.64%,346049,35%,507803,400471,360871,346049,52%,3.8,41%,7.5,37%,11.3,35%,15.0
148,Бренд 2,Yandex,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,skippable as of sec 5,sound off,23.10.2023,29.10.2023,7000000,1.4,5178251,7040294,1%,28495,0.40%,2490151,35%,5650539,3908067,3117442,2490151,80%,3.8,56%,7.5,44%,11.3,35%,15.0
424,Бренд 4 ,Hybrid,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 5,sound off,8.12.2023,10.12.2023,675728,1.3,517277,684819,1%,5526,0.81%,226674,33%,442138,339827,274091,226674,65%,2.5,50%,5.0,40%,7.5,33%,10.0
70,Бренд 5,Yandex,W w/kids 3-5.   All Russia,,all-rolls,CPM,15,skippable as of sec 5,sound off,1.10.2023,8.10.2023,3233921,1.9,2617338,5068938,57%,11434,0.23%,1616960,32%,2760151,2175782,1855624,1616960,54%,3.8,43%,7.5,37%,11.3,32%,15.0
72,Бренд 5,Yandex,W w/kids 6-8.   All Russia,,all-rolls,CPM,15,skippable as of sec 5,sound off,1.10.2023,8.10.2023,3233921,5.9,1176294,6961706,115%,9969,0.14%,2210061,32%,2952893,2589724,2373374,2210061,42%,3.8,37%,7.5,34%,11.3,32%,15.0
429,Бренд 4 ,Hybrid,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 5,sound off,11.12.2023,17.12.2023,1285593,1.3,984445,1302889,1%,9512,0.73%,407374,31%,818181,621096,493452,407374,63%,2.5,48%,5.0,38%,7.5,31%,10.0
405,Бренд 4 ,Sber,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,,CPM,,,,7.12.2023,24.12.2023,3181818,1.4,2309385,3224625,1%,25264,0.78%,983622,31%,2037184,1531302,1199317,983622,63%,0.0,47%,0.0,37%,0.0,31%,0.0
430,Бренд 4 ,Hybrid,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 5,sound off,18.12.2023,24.12.2023,1220497,1.3,984863,1236917,1%,10226,0.83%,349574,28%,776865,570379,431774,349574,63%,2.5,46%,5.0,35%,7.5,28%,10.0
97,Бренд 5,VK (Mytarget),W w/kids 6-8.   All Russia,,pre-rolls,CPM,15,unskippable,sound on,9.10.2023,15.10.2023,1000000,1.7,575442,995563,-0%,5012,0.50%,268969,27%,353207,307090,281039,268969,35%,3.8,31%,7.5,28%,11.3,27%,15.0
129,Бренд 5,VK (Mytarget),W w/kids 6-8.   All Russia,,pre-rolls,CPM,15,unskippable,sound on,16.10.2023,22.10.2023,1000000,1.7,597766,999853,-0%,5165,0.52%,241646,24%,361056,284514,253680,241646,36%,3.8,28%,7.5,25%,11.3,24%,15.0
69,Бренд 5,VK (NativeRoll),W w/kids 3-5.   All Russia,,pre-rolls,CPM,15,unskippable,sound off,1.10.2023,8.10.2023,3600000,2.3,1209464,2838025,-21%,48100,1.69%,495303,17%,627024,553394,515750,495303,22%,3.8,19%,7.5,18%,11.3,17%,15.0
42,Бренд 2,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,2.10.2023,8.10.2023,4041588,1.8,2249816,4042174,0%,95333,2.36%,,0%,,,,,0%,3.8,0%,7.5,0%,11.3,0%,15.0
50,Бренд 2,Hyper,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,in games,CPM,15,70% unskippable,sound on,2.10.2023,8.10.2023,3200000,2.1,1519960,3200000,0%,49018,1.53%,,0%,,,,,0%,3.8,0%,7.5,0%,11.3,0%,15.0
189,Бренд 5,EVEREST,W w/kids 3-8.   All Russia,,OLV,CPM,15,skippable as of sec 5,sound on,6.11.2023,12.11.2023,949188,1.4,667080,949188,0%,9016,0.95%,,0%,,,,,0%,3.8,0%,7.5,0%,11.3,0%,15.0
190,Бренд 5,EVEREST,W w/kids 3-8.   All Russia,,ITV,CPM,15,unskippable,sound off,6.11.2023,12.11.2023,732982,2.3,325308,732982,0%,11766,1.61%,,0%,,,,,0%,3.8,0%,7.5,0%,11.3,0%,15.0
192,Бренд 5,EVEREST,W w/kids 3-8.   All Russia,,OLV,CPM,15,skippable as of sec 5,sound on,23.10.2023,29.10.2023,2770047,2.0,1409085,2770047,0%,25766,0.93%,,0%,,,,,0%,3.8,0%,7.5,0%,11.3,0%,15.0
193,Бренд 5,EVEREST,W w/kids 3-8.   All Russia,,ITV,CPM,15,unskippable,sound off,30.10.2023,5.11.2023,1180187,2.5,479835,1180187,0%,15091,1.28%,,0%,,,,,0%,3.8,0%,7.5,0%,11.3,0%,15.0
194,Бренд 5,EVEREST,W w/kids 3-8.   All Russia,,ITV,CPM,15,unskippable,sound off,23.10.2023,29.10.2023,2191444,2.6,854264,2191444,0%,39832,1.82%,,0%,,,,,0%,3.8,0%,7.5,0%,11.3,0%,15.0
253,Бренд 5,EVEREST,W w/kids 3-8.   All Russia,,OLV,CPM,15,skippable as of sec 5,sound on,13.11.2023,19.11.2023,1283557,2.4,527164,1283557,0%,24019,1.87%,,0%,,,,,0%,3.8,0%,7.5,0%,11.3,0%,15.0
254,Бренд 5,EVEREST,W w/kids 3-8.   All Russia,,OLV,CPM,15,skippable as of sec 5,sound on,30.10.2023,5.11.2023,2404845,1.6,1471025,2404845,0%,27173,1.13%,,0%,,,,,0%,3.8,0%,7.5,0%,11.3,0%,15.0
255,Бренд 5,EVEREST,W w/kids 3-8.   All Russia,,ITV,CPM,15,unskippable,sound off,13.11.2023,19.11.2023,900996,1.6,548155,900996,0%,7969,0.88%,,0%,,,,,0%,3.8,0%,7.5,0%,11.3,0%,15.0
267,Бренд 5,EVEREST,W w/kids 3-8.   All Russia,,OLV,,,,,20.11.2023,26.11.2023,885121,2.1,425970,885121,0%,7837,0.89%,,0%,,,,,0%,0.0,0%,0.0,0%,0.0,0%,0.0
268,Бренд 5,EVEREST,W w/kids 3-8.   All Russia,,ITV,,,,,20.11.2023,26.11.2023,759331,2.1,364671,759331,0%,10132,1.33%,,0%,,,,,0%,0.0,0%,0.0,0%,0.0,0%,0.0
462,Бренд 5,Hyper,W w/kids 3-8.   All Russia,,,,,,,2.2.2024,4.2.2024,3007519,1.7,1301081,2202900,-27%,7918,0.36%,,0%,,,,,0%,0.0,0%,0.0,0%,0.0,0%,0.0
491,Бренд 3,MTS,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",Snow,all-rolls,CPM,15,unskippable,sound on,1.2.2024,4.2.2024,161904,1.8,91633,161291,-0%,2849,1.77%,96115,60%,132086,117374,106246,96115,82%,3.8,73%,7.5,66%,11.3,60%,15.0
492,Бренд 3,MTS,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",Run,all-rolls,CPM,15,unskippable,sound on,1.2.2024,4.2.2024,161905,1.8,92822,163256,1%,2823,1.73%,97223,60%,133802,118293,107255,97223,82%,3.8,72%,7.5,66%,11.3,60%,15.0
493,Бренд 3,MTS,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",Icecream,all-rolls,CPM,15,unskippable,sound on,1.2.2024,4.2.2024,161905,1.7,93260,162678,0%,2825,1.74%,97057,60%,133326,118317,107157,97057,82%,3.8,73%,7.5,66%,11.3,60%,15.0
494,Бренд 5,Hyper,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,,,,,,5.2.2024,11.2.2024,5263158,2.2,2403924,5220805,-1%,12956,0.25%,,0%,,,,,0%,0.0,0%,0.0,0%,0.0,0%,0.0
495,Бренд 4 ,Hyper,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,in games,CPM,10,70% unskippable,sound on,5.2.2024,11.2.2024,5500815,2.2,2542981,5501177,0%,78993,1.44%,4042188,73%,4872215,4479557,4159163,4042188,89%,2.5,81%,5.0,76%,7.5,73%,10.0
496,Бренд 1,Hyper,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,in games,CPM,15,70% unskippable,sound on,5.2.2024,11.2.2024,4741930,2.2,2189821,4742893,0%,65899,1.39%,3479458,73%,4290009,3890563,3621680,3479458,90%,3.8,82%,7.5,76%,11.3,73%,15.0
497,Бренд 3,Hyper,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",Run,all-rolls,CPM,15,unskippable,50-70% sound on,5.2.2024,11.2.2024,1627623,1.8,911006,1627483,-0%,29038,1.78%,1214914,75%,1489022,1355810,1274373,1214914,91%,3.8,83%,7.5,78%,11.3,75%,15.0
498,Бренд 3,Hyper,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",Icecream,all-rolls,CPM,15,unskippable,50-70% sound on,5.2.2024,11.2.2024,1627623,1.8,920552,1627763,0%,29399,1.81%,1219082,75%,1487206,1349726,1269454,1219082,91%,3.8,83%,7.5,78%,11.3,75%,15.0
499,Бренд 3,Hyper,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",Snow,all-rolls,CPM,15,unskippable,50-70% sound on,5.2.2024,11.2.2024,1627623,1.8,909937,1627901,0%,29003,1.78%,1214988,75%,1482665,1351136,1262128,1214988,91%,3.8,83%,7.5,78%,11.3,75%,15.0
500,Бренд 3,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",Snow,in games,CPM,15,70% unskippable,sound on,5.2.2024,11.2.2024,2066666,1.0,2066785,2066785,0%,68713,3.32%,1636431,79%,1811758,1705089,1650290,1636431,88%,3.8,82%,7.5,80%,11.3,79%,15.0
501,Бренд 3,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",Icecream,in games,CPM,15,70% unskippable,sound on,5.2.2024,11.2.2024,2066667,1.0,2066777,2066777,0%,69426,3.36%,1638459,79%,1813629,1707422,1653093,1638459,88%,3.8,83%,7.5,80%,11.3,79%,15.0
502,Бренд 3,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",Run,in games,CPM,15,70% unskippable,sound on,5.2.2024,11.2.2024,2066667,1.0,2066702,2066702,0%,69752,3.38%,1640240,79%,1816545,1708062,1653834,1640240,88%,3.8,83%,7.5,80%,11.3,79%,15.0
503,Бренд 1,Moe video,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,15,unskippable,50-70% sound on,5.2.2024,11.2.2024,5500000,1.6,3536385,5500649,0%,173906,3.16%,4453497,81%,4884072,4624162,4508300,4453497,89%,3.8,84%,7.5,82%,11.3,81%,15.0
504,Бренд 4 ,Moe video,"""Женщины 25-45 с детьми, десктоп+мобайл, частота = 2 в неделю, гео РФ""",,all-rolls,CPM,10,skippable as of sec 5,sound off,5.2.2024,11.2.2024,6200000,1.7,3594210,6200710,0%,110083,1.78%,5186858,84%,5761689,5516859,5352736,5186858,93%,2.5,89%,5.0,86%,7.5,84%,10.0
505,Бренд 3,MTS,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",Icecream,all-rolls,CPM,15,unskippable,sound on,5.2.2024,11.2.2024,283333,1.8,162671,287219,1%,3542,1.23%,176163,61%,235604,210673,193254,176163,82%,3.8,73%,7.5,67%,11.3,61%,15.0
506,Бренд 3,MTS,"""Женщины 25-45 BC, десктоп+мобайл, частота = 2 в неделю, гео РФ""",Run,all-rolls,CPM,15,unskippable,sound on,5.2.2024,11.2.2024,283333,1.8,156516,276962,-2%,3532,1.28%,171002,62%,228055,203871,187188,171002,82%,3.8,74%,7.5,68%,11.3,62%,15.0
